ClientId,UserId,Date,No_of_times
yoo,yoo_jho,3/29/2018,9
uvm,uvm_iassor,3/29/2018,18
mdv,mdv_nthomascarc1,3/29/2018,10
rpi,rpi_rvelasquez,3/29/2018,9
yoo,yoo_jjohnson,3/29/2018,9
mon,mon_smahoney,3/29/2018,37
inm,inm_amcwilliams,3/29/2018,47
omd,omd_cho,3/29/2018,9
omd,omd_ktroc,3/29/2018,9
cks,cks_tobata,3/29/2018,10
jgv,jgv_cdoyle1,3/29/2018,9
oat,oat_mhelm,3/29/2018,151
jgv,jgv_honyango1,3/29/2018,18
jgv,jgv_bbenson1,3/29/2018,18
jgv,jgv_ecampanella1,3/29/2018,9
jgv,jgv_dfraser1,3/29/2018,9
jgv,jgv_rwinter1,3/29/2018,18
jgv,jgv_tmei1,3/29/2018,54
jgv,jgv_mschneider1,3/29/2018,9
k40,k40_chnath,3/29/2018,84
atd,atd_bdesjardins,3/29/2018,9
ham,ham_breynolds,3/29/2018,9
rda,rda_kloalbo,3/29/2018,38
hl5,hl5_mmeskovic,3/29/2018,54
ctc,ctc_jgagnon,3/29/2018,9
iws,iws_bquinn,3/29/2018,9
aut,aut_rkumar,3/29/2018,9
oat,oat_lmatyja,3/29/2018,22
gan,gan_kmanders,3/29/2018,9
fmg,fmg_crobinson,3/29/2018,11
yoo,yoo_nvirgocarter,3/29/2018,9
mne,mne_rmark,3/29/2018,90
uvm,uvm_sstanley,3/29/2018,29
mgr,mgr_sogrady,3/29/2018,39
akq,akq_hgabriel,3/29/2018,9
haw,haw_enelson,3/29/2018,57
zop,zop_aperera,3/29/2018,20
lft,lft_jkleinman,3/29/2018,9
tim,tim_koliver,3/29/2018,9
rfn,rfn_bboughton,3/29/2018,9
trn,trn_ekent,3/29/2018,10
cbc,cbc_vemard,3/29/2018,9
tdm,tdm_agottsch,3/29/2018,10
36i,36i_lasberry,3/29/2018,21
ppl,ppl_ademo,3/29/2018,9
mgr,mgr_tegan,3/29/2018,9
icr,icr_kgross,3/29/2018,9
omd,omd_jmueller,3/29/2018,9
2bm,2bm_dperrone,3/29/2018,9
omd,omd_kbrewer,3/29/2018,9
8ds,8ds_fgaston,3/29/2018,36
rda,rda_manderson,3/29/2018,9
uvm,uvm_jwilson,3/29/2018,37
1dt,1dt_cchandler,3/29/2018,20
h98,h98_fmaloof,3/29/2018,9
ca4,ca4_jrampinini,3/29/2018,26
trb,trb_jbauer,3/29/2018,28
stc,stc_dersu,3/29/2018,9
usn,usn_jhayden1,3/29/2018,9
Idx,Idx_vhoang4,3/29/2018,43
amz,amz_mmizzi,3/29/2018,27
tny,tny_rglickman,3/29/2018,36
sbd,sbd_rgonzalez2,3/29/2018,1
fnn,fnn_jfiedler,3/29/2018,10
zeu,zeu_dberry1,3/29/2018,9
sp2,sp2_jhuybrechts,3/29/2018,9
h2u,h2u_mteam,3/29/2018,9
alt,alt_cwee,3/29/2018,9
mi8,mi8_sjentile,3/29/2018,9
ope,ope_gdaniels1,3/29/2018,9
gma,gma_hsuzuki,3/29/2018,9
etw,etw_mcheng,3/29/2018,18
ibd,ibd_edelanoy,3/29/2018,350
h6y,h6y_hdiba,3/29/2018,538
coa,coa_lzhong,3/29/2018,9
fac,fac_dfernandezvi,3/29/2018,47
cmt,cmt_bkao,3/29/2018,212
alt,alt_nhayati,3/29/2018,12
pb3,pb3_spinzon,3/29/2018,10
dmo,dmo_scollins,3/29/2018,18
dsu,dsu_tyang,3/29/2018,9
v10,v10_klabelle,3/29/2018,20
rfn,rfn_jstefano1,3/29/2018,10
zif,zif_kcepeda,3/29/2018,63
mne,mne_atrinkle,3/29/2018,11
ope,ope_jdemetriou,3/29/2018,46
itc,itc_lgender,3/29/2018,10
mec,mec_psolisalaya,3/29/2018,86
oat,oat_schar,3/29/2018,9
cwi,cwi_jstewart,3/29/2018,10
akq,akq_kbertiglia,3/29/2018,55
cr4,cr4_rhuerster,3/29/2018,9
ami,ami_ssaraceni,3/29/2018,10
zeu,zeu_mboyce,3/29/2018,9
oue,oue_rmartin4,3/29/2018,71
mdv,mdv_prodrigues,3/29/2018,9
uvm,uvm_bhoffman1,3/29/2018,9
mec,mec_zradner,3/29/2018,12
dsu,dsu_yloh,3/29/2018,18
yoo,yoo_jchen1,3/29/2018,9
omm,omm_gjimenez,3/29/2018,9
mdv,mdv_asostrin,3/29/2018,24
ols,ols_acroxson,3/29/2018,10
via,via_cspiegel,3/29/2018,82
mec,mec_eshlissel,3/29/2018,141
rbf,rbf_dmathis,3/29/2018,9
mst,mst_nkeyasko1,3/29/2018,47
kvk,kvk_jdevoe,3/29/2018,9
co1,co1_jmonardes1,3/29/2018,9
phd,phd_jbourdeau,3/29/2018,37
doj,doj_mdeirmenjian,3/29/2018,9
uvm,uvm_aplourde,3/29/2018,36
omd,omd_spowersenrig,3/29/2018,27
j4k,j4k_kdanna,3/29/2018,142
edn,edn_mnavitsky,3/29/2018,18
nwi,nwi_jjohnson,3/29/2018,16
gan,gan_kmccabe,3/29/2018,51
cvm,cvm_cvoccoli,3/29/2018,49
oue,oue_eford,3/29/2018,18
tmi,tmi_sford,3/29/2018,9
ope,ope_jlondal,3/29/2018,4
cbl,cbl_nhamdani,3/29/2018,19
amz,amz_rfragoso,3/29/2018,9
dr5,dr5_kwilkerson,3/29/2018,18
zeu,zeu_acaballero,3/29/2018,9
iag,iag_mmishra,3/29/2018,18
Vcm,Vcm_tgriffin,3/29/2018,29
ttr,ttr_mkisseberth,3/29/2018,45
r7p,r7p_lsilva,3/29/2018,10
trb,trb_anasini,3/29/2018,10
pbz,pbz_akoenig,3/29/2018,27
8ds,8ds_pchullmir,3/29/2018,9
uaa,uaa_hvardhan,3/29/2018,12
uvm,uvm_alazebnik,3/29/2018,10
c82,c82_eaguilar,3/29/2018,18
gka,gka_ctomei,3/29/2018,18
wmg,wmg_jborrelli,3/29/2018,10
oat,oat_adwyer,3/29/2018,18
dtr,dtr_nbell,3/29/2018,29
rlg,rlg_ldecarolis,3/29/2018,35
cgu,cgu_rparikh,3/29/2018,45
omc,omc_rricchio,3/29/2018,9
fdm,fdm_cgiron,3/29/2018,9
tdm,tdm_kluby,3/29/2018,73
nsk,nsk_mleja,3/29/2018,9
mdx,mdx_cvotteler,3/29/2018,37
7st,7st_jhowell,3/29/2018,27
mxg,mxg_krenwick,3/29/2018,10
ca4,ca4_npiccoli,3/29/2018,29
mag,mag_jlin,3/29/2018,9
ix7,ix7_egalindo,3/29/2018,18
gan,gan_mstewart,3/29/2018,9
wko,wko_gspendijian,3/29/2018,9
ttc,ttc_elang,3/29/2018,90
oat,oat_stripathi,3/29/2018,9
gs1,gs1_ewallerstein,3/29/2018,9
arg,arg_mmorsch,3/29/2018,18
aat,aat_eevangelista,3/29/2018,9
jgv,jgv_abosco1,3/29/2018,9
omd,omd_tberg,3/29/2018,56
mec,mec_apetto,3/29/2018,20
jgv,jgv_jglasson,3/29/2018,13
plx,plx_scherkin,3/29/2018,10
nmx,nmx_mgalvis,3/29/2018,10
inl,inl_fmagalhaes,3/29/2018,12
ct5,ct5_slow,3/29/2018,9
22l,22l_ekartastenp1,3/29/2018,9
mte,mte_ygomez,3/29/2018,52
gnm,gnm_sturnbach,3/29/2018,31
wko,wko_jtaylor,3/29/2018,9
s8r,s8r_powen,3/29/2018,20
fac,fac_kpatel,3/29/2018,1
mxg,mxg_kfagan,3/29/2018,9
vzu,vzu_tbarrow,3/29/2018,20
uvm,uvm_btomjack,3/29/2018,9
new,new_aspraggins,3/29/2018,37
omd,omd_bmead,3/29/2018,9
2bm,2bm_fdurand,3/29/2018,9
tim,tim_nvas,3/29/2018,9
es1,es1_jlee,3/29/2018,37
zif,zif_apivniouk,3/29/2018,10
wme,wme_sdana,3/29/2018,18
dmd,dmd_bwoitunski,3/29/2018,10
gma,gma_ttran,3/29/2018,10
jgv,jgv_dhanson2,3/29/2018,18
mne,mne_hrapaport,3/29/2018,9
mag,mag_tnasralla,3/29/2018,9
oue,oue_across,3/29/2018,9
l24,l24_mdever,3/29/2018,10
tim,tim_mblucher,3/29/2018,45
msn,msn_rcarranza,3/29/2018,9
sa6,sa6_iboesso,3/29/2018,18
tpg,tpg_medelen,3/29/2018,29
rrm,rrm_ldonohue,3/29/2018,152
tim,tim_kgargano,3/29/2018,9
cvk,cvk_areisner,3/29/2018,65
ggl,ggl_cpikulas,3/29/2018,9
haw,haw_kmiesen,3/29/2018,9
new,new_awoo,3/29/2018,27
gan,gan_llucas,3/29/2018,38
yoo,yoo_heverett,3/29/2018,37
jgv,jgv_nhuicochea2,3/29/2018,9
gnm,gnm_djohnson,3/29/2018,15
pdu,pdu_etaffet,3/29/2018,9
mei,mei_lkim1,3/29/2018,26
st0,st0_shanley,3/29/2018,65
bey,bey_lbernstein,3/29/2018,47
701,701_mcheong,3/29/2018,10
bey,bey_alittlewood,3/29/2018,18
jgv,jgv_pchugh2,3/29/2018,9
tdm,tdm_kluby,3/30/2018,19
gma,gma_tluong1,3/30/2018,36
gnm,gnm_kwik,3/30/2018,10
oms,oms_rliew,3/30/2018,117
mne,mne_hrapaport,3/30/2018,9
es1,es1_jbordy,3/30/2018,54
gm3,gm3_mmarshall,3/30/2018,9
gly,gly_mmarfisi,3/30/2018,11
1dt,1dt_cchandler,3/30/2018,10
rfn,rfn_jstefano1,3/30/2018,9
inm,inm_lharrington,3/30/2018,9
gan,gan_kkim,3/30/2018,19
gan,gan_kmccabe,3/30/2018,9
mne,mne_tscroope,3/30/2018,18
stc,stc_gleongmatter,3/30/2018,9
syn,syn_akucserik,3/30/2018,9
oat,oat_vcaycedo,3/30/2018,20
opt,opt_fbalice,3/30/2018,18
l28,l28_tdamiano,3/30/2018,20
mag,mag_jchawla,3/30/2018,28
gnm,gnm_djohnson,3/30/2018,39
mln,mln_sfrey1,3/30/2018,10
cox,cox_eellis,3/30/2018,9
new,new_aspraggins,3/30/2018,18
ctr,ctr_dmansell,3/30/2018,18
jgv,jgv_hbuffone2,3/30/2018,14
36i,36i_racker,3/30/2018,9
m3v,m3v_pbohn,3/30/2018,10
wkn,wkn_jthomas,3/30/2018,18
umc,umc_mjones,3/30/2018,29
lin,lin_nkennedy,3/30/2018,36
doj,doj_lmanderson,3/30/2018,9
rus,rus_pmartinez,3/30/2018,9
mxg,mxg_dlee,3/30/2018,9
bwo,bwo_cpiucci,3/30/2018,12
mne,mne_sjohnson,3/30/2018,18
oat,oat_mhelm,3/30/2018,130
dmd,dmd_jlepore,3/30/2018,10
hrz,hrz_rkelly,3/30/2018,11
ghm,ghm_bcreeden,3/30/2018,451
cvm,cvm_hhunter,3/30/2018,10
mxg,mxg_akorankyi,3/30/2018,103
con,con_cfortney1,3/30/2018,18
grp,grp_erasmussen,3/30/2018,82
uvm,uvm_sjergens,3/30/2018,18
zlo,zlo_kmiller,3/30/2018,9
new,new_awoo,3/30/2018,36
gm3,gm3_ypang,3/30/2018,18
ttr,ttr_mkisseberth,3/30/2018,28
con,con_mnallan,3/30/2018,9
lft,lft_aking,3/30/2018,11
nyp,nyp_skempadoo,3/30/2018,9
Vcm,Vcm_tgriffin,3/30/2018,18
scr,scr_hglazer,3/30/2018,36
tim,tim_rmcleary,3/30/2018,27
gan,gan_jawtry,3/30/2018,18
g8e,g8e_jmuse,3/30/2018,27
ggl,ggl_lsowa,3/30/2018,9
mxg,mxg_krenwick,3/30/2018,29
ami,ami_bkroski,3/30/2018,10
dsu,dsu_stan2,3/30/2018,36
amz,amz_cbailly,3/30/2018,1
etw,etw_mcheng,3/30/2018,9
dm5,dm5_tnguyen,3/30/2018,18
alt,alt_hzul,3/30/2018,9
stc,stc_bchestnut,3/30/2018,9
cny,cny_otenenboym,3/30/2018,10
gma,gma_ktan2,3/30/2018,28
new,new_pdhar,3/30/2018,28
idp,idp_jgonzalez,3/30/2018,9
k40,k40_chnath,3/30/2018,19
gm3,gm3_tpost,3/30/2018,20
amz,amz_pwoodruff2,3/30/2018,54
hou,hou_CColeman,3/30/2018,9
stc,stc_kbare,3/30/2018,10
arg,arg_mmorsch,3/30/2018,9
fmg,fmg_sbuckwald,3/30/2018,18
mne,mne_jmanning,3/30/2018,9
mln,mln_soregan,3/30/2018,18
mdv,mdv_idantzig,3/30/2018,10
zop,zop_pcryer,3/30/2018,9
wko,wko_zcameron,3/30/2018,9
hrz,hrz_bhurlstone,3/30/2018,9
tpg,tpg_jdurose,3/30/2018,101
ghm,ghm_abegun,3/30/2018,9
jgv,jgv_nwu2,3/30/2018,3
amz,amz_jdelcastillo,3/30/2018,9
mne,mne_drichardson,3/30/2018,20
eby,eby_mbalcarce,3/30/2018,27
cmt,cmt_eyoung,3/30/2018,9
amz,amz_bquinn,3/30/2018,9
hl5,hl5_mmeskovic,3/30/2018,64
unv,unv_jschulz,3/30/2018,9
251,251_tcole,3/30/2018,27
ctr,ctr_hhorgan,3/30/2018,18
gos,gos_cooi,3/30/2018,4
ham,ham_kfox,3/30/2018,49
ggl,ggl_vprinseau,3/30/2018,9
vz1,vz1_okamisher,3/30/2018,10
inm,inm_jpepe,3/30/2018,10
lin,lin_ddiaco,3/30/2018,9
ptv,ptv_blazo1,3/30/2018,27
oat,oat_perickson,3/30/2018,9
axl,axl_jtonti,3/30/2018,3
mxg,mxg_cbrady,3/30/2018,9
amz,amz_aperkolaj,3/30/2018,9
mag,mag_dbenders,3/30/2018,19
tv2,tv2_hmarsili1,3/30/2018,9
rrm,rrm_ldonohue,3/30/2018,21
trn,trn_ssen,3/30/2018,9
mec,mec_mroman,3/30/2018,10
oat,oat_dsmith,3/30/2018,10
jgv,jgv_jkong2,3/30/2018,7
tld,tld_skumar,3/30/2018,10
haw,haw_cjohnson,3/30/2018,20
zop,zop_jallard,3/30/2018,11
cfu,cfu_ccasino,3/30/2018,10
nmx,nmx_mgalvis,3/30/2018,10
8ds,8ds_mbasilico,3/30/2018,20
clr,clr_dshiffman,3/30/2018,19
cfu,cfu_tfarahani,3/30/2018,18
pmg,pmg_ywilliams,3/30/2018,29
cmt,cmt_pverma,3/30/2018,9
gos,gos_cbian,3/30/2018,9
akq,akq_kbertiglia,3/30/2018,9
mne,mne_pjohnson,3/30/2018,31
mln,mln_bpescatore,3/30/2018,10
ggl,ggl_kprice2,3/30/2018,17
doj,doj_jcasto,3/30/2018,63
h98,h98_fmaloof,3/30/2018,36
pfj,pfj_mpiccorossi,3/30/2018,158
ren,ren_kchang,3/30/2018,9
1hk,1hk_brook,3/30/2018,23
hrz,hrz_alanza,3/30/2018,11
clr,clr_hpatel,3/30/2018,9
hrz,hrz_jcastiel,3/30/2018,10
alt,alt_jyeoh,3/30/2018,9
mdv,mdv_syang,3/30/2018,37
omd,omd_nchlan,3/30/2018,10
bey,bey_mdellacato,3/30/2018,9
oat,oat_adwyer,3/30/2018,28
bey,bey_dschmidt,3/30/2018,32
jwv,jwv_jjameswelsh,3/31/2018,36
jgv,jgv_qzhu,3/31/2018,16
Rge,Rge_kciccarelli,3/31/2018,9
jgv,jgv_jkong2,3/31/2018,4
oat,oat_smanalastas,3/31/2018,9
icr,icr_kmcmurray,3/31/2018,9
akq,akq_jozimek,3/31/2018,9
skn,skn_pguelton,3/31/2018,30
k5c,k5c_bdemiguel,3/31/2018,310
bgm,bgm_asmith,3/31/2018,18
gma,gma_gcheng1,3/31/2018,18
cp4,cp4_scardenas,3/31/2018,9
aly,aly_nbehzadi,3/31/2018,10
msn,msn_npatel1,3/31/2018,6
fnn,fnn_jfiedler,3/31/2018,18
noh,noh_msmeljanskij,4/1/2018,10
mec,mec_eshlissel,4/1/2018,46
jgv,jgv_hschwartz1,4/1/2018,5
g10,g10_ahuska,4/1/2018,18
Mxg,Mxg_kfagan,4/1/2018,21
ggl,ggl_msawdon,4/1/2018,9
h6y,h6y_hdiba,4/1/2018,9
40u,40u_lstanat,4/1/2018,9
jgv,jgv_afreeman1,4/1/2018,25
cmt,cmt_avisoky,4/1/2018,9
mll,mll_spotluri,4/1/2018,9
mec,mec_econtrerasga,4/1/2018,9
k1o,k1o_mfreire,4/1/2018,51
mne,mne_cdilworth,4/1/2018,9
jgv,jgv_ejedrasek1,4/1/2018,7
Jgv,Jgv_bshulman1,4/1/2018,5
alt,alt_hzul,4/1/2018,9
ggl,ggl_amahindru,4/1/2018,9
jfc,jfc_eosheroff,4/1/2018,9
jgv,jgv_acall2,4/1/2018,14
tvp,tvp_maguilar,4/1/2018,173
es1,es1_rstorrar,4/1/2018,18
jgv,jgv_bshulman1,4/1/2018,11
mod,mod_nduffy,4/1/2018,9
zop,zop_khofilena,4/2/2018,44
uva,uva_rmonyette,4/2/2018,10
cae,cae_gkashyap,4/2/2018,9
iyx,iyx_abinder,4/2/2018,18
amz,amz_jpagan,4/2/2018,18
36i,36i_mikeda,4/2/2018,18
mn4,mn4_dvergara,4/2/2018,27
g10,g10_plinley,4/2/2018,29
qli,qli_apeters,4/2/2018,56
k40,k40_chnath,4/2/2018,18
gm3,gm3_awolf,4/2/2018,5
yoo,yoo_ivoisin,4/2/2018,23
ggb,ggb_mlee,4/2/2018,55
wvn,wvn_kmaske,4/2/2018,18
unv,unv_jsalem,4/2/2018,9
oat,oat_perickson,4/2/2018,10
uva,uva_ljurat,4/2/2018,20
nbb,nbb_fgamarski,4/2/2018,9
ope,ope_nigontova,4/2/2018,84
fac,fac_mbarthel,4/2/2018,9
mec,mec_rquek,4/2/2018,1
09g,09g_mmccracken,4/2/2018,1228
omd,omd_cjames,4/2/2018,45
clr,clr_jbaron,4/2/2018,30
sbd,sbd_jmanuel,4/2/2018,46
jgv,jgv_mploetz1,4/2/2018,3
g8e,g8e_jmuse,4/2/2018,54
iav,iav_karora1,4/2/2018,18
mec,mec_eshlissel,4/2/2018,39
cfu,cfu_dlai,4/2/2018,9
pbz,pbz_pmeshberg,4/2/2018,18
uos,uos_elisboa,4/2/2018,9
pbz,pbz_nsinno,4/2/2018,10
gpw,gpw_lpetrovic,4/2/2018,10
40u,40u_rthiel,4/2/2018,9
plx,plx_kfelson,4/2/2018,10
jgv,jgv_apan,4/2/2018,1
fdm,fdm_kliao1,4/2/2018,19
wme,wme_ejackson,4/2/2018,9
fd8,fd8_edebat,4/2/2018,82
jgv,jgv_tnguyen1,4/2/2018,18
lin,lin_mbooz,4/2/2018,9
vcm,vcm_sthompson,4/2/2018,16
a14,a14_mfajardo,4/2/2018,11
jgv,jgv_dhanson2,4/2/2018,38
llr,llr_mkurosaki,4/2/2018,72
apm,apm_bshin,4/2/2018,19
gh1,gh1_cammon,4/2/2018,18
omm,omm_aayala,4/2/2018,19
mec,mec_eluciani,4/2/2018,10
cfu,cfu_apham,4/2/2018,9
net,net_gotoole,4/2/2018,9
vic,vic_cthompson,4/2/2018,10
omd,omd_pingram1,4/2/2018,10
pbz,pbz_akoenig,4/2/2018,9
0s8,0s8_dshah,4/2/2018,18
mag,mag_jchawla,4/2/2018,80
zif,zif_kcepeda,4/2/2018,101
jgv,jgv_hbuffone2,4/2/2018,7
aut,aut_rkumar,4/2/2018,12
rku,rku_aburney,4/2/2018,61
jgv,jgv_cfernandez,4/2/2018,7
wrb,wrb_bnielsen,4/2/2018,18
jgv,jgv_asilic1,4/2/2018,9
lin,lin_jdaly,4/2/2018,37
jgv,jgv_jpage,4/2/2018,19
trn,trn_lchokshi,4/2/2018,9
mne,mne_jmanning,4/2/2018,9
hom,hom_jvivas,4/2/2018,27
gbo,gbo_tandrade,4/2/2018,19
ggl,ggl_bnarayananna,4/2/2018,1
jgv,jgv_schoi4,4/2/2018,6
ttr,ttr_mkisseberth,4/2/2018,75
jgv,jgv_alopez1,4/2/2018,3
fdm,fdm_emarcotte1,4/2/2018,10
hrz,hrz_dglicksman,4/2/2018,82
jgv,jgv_bsunar2,4/2/2018,1
inl,inl_agarcia,4/2/2018,9
zpp,zpp_ccrisci,4/2/2018,9
kle,kle_gcarson,4/2/2018,27
ggl,ggl_nleal,4/2/2018,10
glm,glm_mperez,4/2/2018,9
mne,mne_ksukhraj,4/2/2018,78
dtr,dtr_gfleming,4/2/2018,9
amz,amz_avemprala,4/2/2018,9
tim,tim_mbinns,4/2/2018,6
pb3,pb3_esanchez,4/2/2018,90
mec,mec_gaston,4/2/2018,18
plx,plx_rsomborn,4/2/2018,9
oat,oat_stripathi,4/2/2018,9
8ds,8ds_pchullmir,4/2/2018,9
jgv,jgv_lmoore2,4/2/2018,29
arg,arg_mmorsch,4/2/2018,9
hge,hge_jhiller,4/2/2018,83
cmt,cmt_wchen,4/2/2018,9
new,new_awoo,4/2/2018,27
yoo,yoo_afromm,4/2/2018,9
wme,wme_sdana,4/2/2018,18
gan,gan_bcannon,4/2/2018,86
itc,itc_Lwhitehill1,4/2/2018,9
mei,mei_ekelly1,4/2/2018,18
h98,h98_fmaloof,4/2/2018,45
anp,anp_aesteban,4/2/2018,20
inl,inl_jgonzalez,4/2/2018,522
ttc,ttc_elang,4/2/2018,141
trn,trn_jharris,4/2/2018,81
gma,gma_kraina,4/2/2018,9
anp,anp_flopez,4/2/2018,10
anp,anp_snoguera,4/2/2018,10
sp5,sp5_cgarcia,4/2/2018,9
l5z,l5z_mmaicas,4/2/2018,3
oms,oms_rliew,4/2/2018,9
n18,n18_hghosh,4/2/2018,19
gma,gma_anoronha,4/2/2018,68
gma,gma_syew,4/2/2018,20
gpw,gpw_asanchez,4/2/2018,19
gos,gos_jleung1,4/2/2018,109
new,new_aford,4/2/2018,9
alt,alt_nsagau,4/2/2018,6
rar,rar_smindel,4/2/2018,9
dsu,dsu_phuang,4/2/2018,9
pmg,pmg_ywilliams,4/2/2018,10
gma,gma_dmai,4/2/2018,18
lin,lin_mcialone,4/2/2018,9
eqm,eqm_mfernandez,4/2/2018,10
jgv,jgv_lmarvin2,4/2/2018,1
jgv,jgv_vrolson,4/2/2018,1
dmd,dmd_bwoitunski,4/2/2018,46
uos,uos_rfarias,4/2/2018,46
net,net_asharma,4/2/2018,27
vcm,vcm_mbrown1,4/2/2018,19
jgv,jgv_mlicata1,4/2/2018,2
ami,ami_cjette1,4/2/2018,9
stc,stc_dersu,4/2/2018,27
con,con_mjames,4/2/2018,9
zop,zop_acolin,4/2/2018,33
rda,rda_gkapfhamer,4/2/2018,163
kle,kle_kpham,4/2/2018,9
dsc,dsc_jzimmerman,4/2/2018,10
lop,lop_iadaimi,4/2/2018,19
bdg,bdg_jkim,4/2/2018,13
oat,oat_mhelm,4/2/2018,232
4.00E+04,4e4_cwilliams,4/2/2018,9
unv,unv_fosorio,4/2/2018,9
doj,doj_jcasto,4/2/2018,37
gma,gma_kcheung1,4/2/2018,11
tnf,tnf_arapchik,4/2/2018,9
gpw,gpw_vfernandez,4/2/2018,10
clr,clr_mbreslin,4/2/2018,54
sp2,sp2_cmason,4/2/2018,9
akq,akq_ebordages,4/2/2018,9
jgv,jgv_pchrobak,4/2/2018,4
nmx,nmx_mgalvis,4/2/2018,21
gbo,gbo_amartins,4/2/2018,19
ggl,ggl_lsowa,4/2/2018,10
fm1,fm1_jguerrero1,4/2/2018,9
akq,akq_tlau,4/2/2018,27
l24,l24_tkircher,4/2/2018,29
amv,amv_thuynh1,4/2/2018,10
Tim,Tim_Asarkar,4/2/2018,39
gka,gka_ctomei,4/2/2018,27
cur,cur_gheitner,4/2/2018,18
wko,wko_lresola,4/2/2018,9
msn,msn_zwalters,4/2/2018,40
vcm,vcm_msantini,4/2/2018,28
hou,hou_ccoleman,4/2/2018,9
alt,alt_jyeoh,4/2/2018,27
gbo,gbo_fpaes,4/2/2018,138
nyp,nyp_skempadoo,4/2/2018,9
mei,mei_ddenesowicz,4/2/2018,10
vz1,vz1_jporter,4/2/2018,10
zif,zif_apivniouk,4/2/2018,9
gbx,gbx_rrames,4/2/2018,18
dm9,dm9_ecouto,4/2/2018,82
jgv,jgv_mmiller1,4/2/2018,29
dsu,dsu_vcheng,4/2/2018,9
yoo,yoo_jwoo,4/2/2018,18
h6y,h6y_hdiba,4/2/2018,9
dnt,dnt_mgilderson,4/2/2018,10
gpw,gpw_habad1,4/2/2018,9
jmw,jmw_nokonski,4/2/2018,19
cny,cny_otenenboym,4/2/2018,8
bgm,bgm_jmorissette,4/2/2018,9
hge,hge_lcaballero,4/2/2018,10
gpw,gpw_pmantero,4/2/2018,99
gm3,gm3_bbirnbaum,4/2/2018,10
atl,atl_jlauf1,4/2/2018,65
ave,ave_jwigand,4/2/2018,21
jgv,jgv_kgudjonis1,4/2/2018,1
uvm,uvm_byahalom,4/2/2018,18
oat,oat_arackiewicz,4/2/2018,37
iag,iag_mmishra,4/2/2018,11
plx,plx_dparente,4/2/2018,18
lft,lft_jkleinman,4/2/2018,10
h8o,h8o_jgreenberg,4/2/2018,39
cfu,cfu_abrighton,4/2/2018,126
kle,kle_kdsouza,4/2/2018,10
mei,mei_egouveia,4/2/2018,11
fbz,fbz_ksanches,4/2/2018,9
tdm,tdm_kluby,4/2/2018,75
hrz,hrz_mgance,4/2/2018,27
ttc,ttc_mthompson,4/2/2018,25
bwo,bwo_cpiucci,4/2/2018,73
cmt,cmt_mpasternak,4/2/2018,1
atl,atl_bdavis,4/2/2018,9
pbz,pbz_mcasey,4/2/2018,19
mam,mam_ajohn,4/2/2018,36
51h,51h_klee,4/2/2018,9
vz1,vz1_rweinstein,4/2/2018,9
wkn,wkn_mmeier,4/2/2018,17
vpk,vpk_kgoodman,4/2/2018,8
gan,gan_jfrigault,4/2/2018,9
gma,gma_ctang3,4/2/2018,22
haw,haw_cjohnson,4/2/2018,30
gma,gma_pnagpal4,4/2/2018,29
mxg,mxg_gbrody,4/2/2018,83
sug,sug_cgeorge,4/2/2018,19
ctr,ctr_shong,4/2/2018,11
sp5,sp5_cbolanos1,4/2/2018,9
gma,gma_hchheda,4/2/2018,9
mei,mei_skargari,4/2/2018,37
mag,mag_tnasralla,4/2/2018,9
rfn,rfn_aheredia,4/2/2018,45
rus,rus_yramirez,4/2/2018,10
zif,zif_wmckiernan,4/2/2018,18
clr,clr_sorpol,4/2/2018,9
jgv,jgv_bshulman1,4/2/2018,5
kle,kle_ddalton,4/2/2018,1
nnt,nnt_pchang,4/2/2018,9
jgv,jgv_mtompkins1,4/2/2018,2
alt,alt_cwee,4/2/2018,18
cvm,cvm_yjeong,4/2/2018,18
g10,g10_mcristiano,4/2/2018,9
sug,sug_jgoorin,4/2/2018,9
plx,plx_jlukasik1,4/2/2018,9
jgv,jgv_mbah,4/2/2018,11
stv,stv_gmorales,4/2/2018,9
gm3,gm3_kaaseng,4/2/2018,36
sbn,sbn_joliphant,4/2/2018,57
hom,hom_flevy,4/2/2018,29
hrz,hrz_jmessersmith,4/2/2018,9
mei,mei_lkim1,4/2/2018,64
dsu,dsu_drandhan,4/2/2018,50
mng,mng_dpetty,4/3/2018,9
3zu,3zu_ssinha,4/3/2018,54
sbd,sbd_pmazza,4/3/2018,2
rci,rci_gdinsmore,4/3/2018,9
lin,lin_mcialone,4/3/2018,9
msn,msn_jrice,4/3/2018,9
med,med_mland2,4/3/2018,9
oat,oat_pkrishnamoor,4/3/2018,9
plx,plx_jespana,4/3/2018,9
jgv,jgv_cheraty1,4/3/2018,4
uva,uva_dsfreddo,4/3/2018,18
sau,sau_qjin,4/3/2018,35
ap0,ap0_tlovasen,4/3/2018,39
zeu,zeu_jlopez2,4/3/2018,19
tdm,tdm_kluby,4/3/2018,38
via,via_kkinsella,4/3/2018,20
zif,zif_dpeddle1,4/3/2018,10
plx,plx_mmckinney,4/3/2018,27
apm,apm_bengelhart,4/3/2018,17
net,net_sgagnon,4/3/2018,9
jgv,jgv_cpham2,4/3/2018,4
uvm,uvm_dloh,4/3/2018,19
jgv,jgv_llaub1,4/3/2018,144
haw,haw_cjohnson,4/3/2018,18
268,268_lsampson,4/3/2018,19
