ClientId,UserId,Date,No_of_times
inl,inl_sruiz2,1/1/2018,10
mbs,mbs_jwatson,1/1/2018,19
mag,mag_jchawla,1/1/2018,27
krn,krn_jhwang,1/1/2018,28
Cur,Cur_Psteele,1/1/2018,9
rci,rci_lwiebe,1/1/2018,9
wrn,wrn_pgonzales,1/1/2018,9
mrd,mrd_jyee,1/1/2018,9
jkg,jkg_alu,1/1/2018,9
bkx,bkx_rmcdaniel,1/2/2018,10
gma,gma_dmai,1/2/2018,18
yoo,yoo_mlee,1/2/2018,11
rci,rci_dseidler,1/2/2018,9
cfu,cfu_cblackwell,1/2/2018,9
k42,k42_bphelps,1/2/2018,20
cfu,cfu_kward1,1/2/2018,30
pbz,pbz_sgoldstein,1/2/2018,46
jpm,jpm_nkookada,1/2/2018,10
inl,inl_alacoste2,1/2/2018,10
trn,trn_kjetha,1/2/2018,24
Deu,Deu_jcore,1/2/2018,38
es2,es2_sborbolla,1/2/2018,4
ope,ope_pezquerra,1/2/2018,9
m4s,m4s_eruiz,1/2/2018,9
k73,k73_rsalminen,1/2/2018,9
mlt,mlt_prajahram,1/2/2018,9
krn,krn_jhwang,1/2/2018,86
ca4,ca4_jrampinini,1/2/2018,30
chj,chj_gread,1/2/2018,53
pbl,pbl_jaguilar,1/2/2018,15
Gml,Gml_kguevara,1/2/2018,9
alt,alt_hzul,1/2/2018,81
wen,wen_bcrecente,1/2/2018,26
rge,rge_aporter,1/2/2018,18
gnm,gnm_clam1,1/2/2018,46
inm,inm_msacchetti,1/2/2018,21
amz,amz_rmessinger,1/2/2018,32
pfj,pfj_jweed,1/2/2018,81
fdm,fdm_mvallo,1/2/2018,582
sbn,sbn_cgrant,1/2/2018,9
mxg,mxg_arivera,1/2/2018,10
gbp,gbp_jstrellner,1/2/2018,9
msn,msn_afuentesnava,1/2/2018,18
NWI,NWI_tjones,1/2/2018,18
mag,mag_zali,1/2/2018,9
4tm,4tm_bfisher,1/2/2018,111
36i,36i_smeyer,1/2/2018,64
ggl,ggl_amahindru,1/2/2018,9
gma,gma_clow3,1/2/2018,9
gan,gan_jduke,1/2/2018,9
yho,yho_cnzaou,1/2/2018,9
sp2,sp2_gfullam,1/2/2018,9
eb7,eb7_icomercial,1/2/2018,11
rci,rci_acochrane,1/2/2018,9
hrz,hrz_jdarling,1/2/2018,18
umc,umc_marksey,1/2/2018,9
cvm,cvm_jwong,1/2/2018,9
inm,inm_ksullivan,1/2/2018,27
e5g,e5g_jamato,1/2/2018,47
mbg,mbg_glopez,1/2/2018,99
ypc,ypc_ttaylor,1/2/2018,5
tim,tim_pmuley,1/2/2018,10
07w,07w_csmith,1/2/2018,18
inl,inl_cfuentes,1/2/2018,17
k40,k40_mpasternak,1/2/2018,13
ocm,ocm_lgarza,1/2/2018,9
gs1,gs1_dmullen,1/2/2018,9
sbd,sbd_jmeronen,1/2/2018,9
wik,wik_spiereman,1/2/2018,9
gs1,gs1_ewallerstein,1/2/2018,18
nmx,nmx_mgalvis,1/2/2018,20
yoo,yoo_jho,1/2/2018,10
ggl,ggl_rmakhija,1/2/2018,9
mlb,mlb_afram,1/2/2018,9
rci,rci_ndansoh,1/2/2018,58
pan,pan_cbrooker,1/2/2018,9
mne,mne_drichardson,1/2/2018,19
yoo,yoo_aboyer,1/2/2018,18
tmi,tmi_jclayton,1/2/2018,11
wko,wko_gspendijian,1/2/2018,9
stc,stc_vtran,1/2/2018,9
ick,ick_cmoreno,1/2/2018,9
elt,elt_mraigoscamac,1/2/2018,9
ggk,ggk_tweinsoff,1/2/2018,29
hgs,hgs_ballen1,1/2/2018,2
rbf,rbf_bhayek,1/2/2018,45
na3,na3_jlangborgh,1/2/2018,1
omm,omm_jgonzalez2,1/2/2018,9
bey,bey_wsoto,1/2/2018,10
25q,25q_dnygren,1/2/2018,19
imt,imt_haldabbagh,1/2/2018,3
cvm,cvm_rramunno,1/2/2018,9
cfr,cfr_shalper,1/2/2018,8
msn,msn_mhenehan1,1/2/2018,9
phd,phd_mdevlin1,1/2/2018,22
mdv,mdv_mrigali1,1/2/2018,9
gto,gto_jjamison,1/2/2018,31
alt,alt_cwee,1/2/2018,10
msn,msn_rcardona,1/2/2018,9
rci,rci_lemanuele,1/2/2018,9
twr,twr_shuong,1/2/2018,18
ne0,ne0_sarroyo,1/2/2018,37
mln,mln_lmeyers,1/2/2018,39
kkl,kkl_mniskanen,1/2/2018,9
stv,stv_gmorales,1/2/2018,9
hge,hge_roflynn,1/2/2018,12
alt,alt_yteng,1/2/2018,16
hom,hom_vsudhinar,1/2/2018,29
fac,fac_gbrooks,1/2/2018,1
bey,bey_jbranagan,1/2/2018,9
mec,mec_rgarciavila,1/2/2018,9
mag,mag_dhumphries,1/2/2018,26
avn,avn_mdupras,1/2/2018,27
ggl,ggl_psantos,1/2/2018,9
nsb,nsb_abarros,1/2/2018,9
gbp,gbp_hhandel,1/2/2018,9
pfj,pfj_mpiccorossi,1/2/2018,64
gh1,gh1_cchunn,1/2/2018,12
omd,omd_bzai,1/2/2018,9
1xy,1xy_ppajunen,1/2/2018,10
lby,lby_kcalabrese,1/2/2018,13
rda,rda_akeefe,1/2/2018,9
mng,mng_rrisch,1/2/2018,46
es2,es2_tmariano,1/2/2018,9
cbc,cbc_nantoine,1/2/2018,9
tdm,tdm_bmcfadden,1/2/2018,18
tgd,tgd_vliu,1/2/2018,9
hmr,hmr_sarcher,1/2/2018,31
inm,inm_lmcmullen,1/2/2018,9
sbd,sbd_ofontela,1/2/2018,9
lin,lin_ffunnell,1/2/2018,18
axl,axl_jtonti,1/2/2018,18
dsu,dsu_clim1,1/2/2018,19
zeu,zeu_fviode,1/2/2018,18
ttc,ttc_knarine,1/2/2018,9
cu1,cu1_ouribe,1/2/2018,17
efo,efo_agarcia,1/2/2018,9
mec,mec_ademartinysa,1/2/2018,9
mlg,mlg_bkelly,1/2/2018,9
40u,40u_kcarlton,1/2/2018,9
k04,k04_rsandersever,1/2/2018,19
sug,sug_kdumser,1/2/2018,9
con,con_ckostelic,1/2/2018,9
itc,itc_lgender,1/2/2018,10
amz,amz_hbon,1/2/2018,10
bgm,bgm_gellis,1/2/2018,18
stc,stc_cervin,1/2/2018,9
C47,C47_LRAMOS,1/2/2018,10
ct5,ct5_emiles,1/2/2018,9
ope,ope_skissane,1/2/2018,65
arg,arg_mmorsch,1/2/2018,9
hke,hke_efung,1/2/2018,18
sp2,sp2_irosaeg,1/2/2018,9
cu1,cu1_rbatlle,1/2/2018,9
ctc,ctc_janati,1/2/2018,23
idp,idp_kcervantes,1/2/2018,9
mhe,mhe_jgillespe1,1/2/2018,30
iyx,iyx_etekle,1/2/2018,9
amz,amz_ecrocker,1/2/2018,9
glm,glm_eelder,1/2/2018,9
tim,tim_mblucher,1/2/2018,9
nwi,nwi_cvining,1/2/2018,27
via,via_nrosner,1/2/2018,9
stc,stc_lortiz,1/2/2018,9
kaw,kaw_mschulte,1/2/2018,9
tpg,tpg_mkolipano,1/2/2018,18
aol,aol_mhelm,1/2/2018,20
mec,mec_dabbott,1/2/2018,1
mhc,mhc_kmak,1/2/2018,9
ca4,ca4_npiccoli,1/2/2018,53
tim,tim_dkoday,1/2/2018,18
ocm,ocm_dcenteno,1/2/2018,8
plx,plx_scherkin,1/2/2018,20
gto,gto_dsingh,1/2/2018,9
mlt,mlt_mwong1,1/2/2018,13
Vcm,Vcm_tgriffin,1/2/2018,10
amz,amz_knortcliffe,1/2/2018,9
vx5,vx5_jahvenainen,1/2/2018,27
g8e,g8e_jmuse,1/2/2018,63
kle,kle_ncarrabus,1/2/2018,10
gbo,gbo_fmendes,1/2/2018,9
amz,amz_tbennett,1/2/2018,9
oue,oue_rbartlett,1/2/2018,5
vic,vic_lzink,1/2/2018,27
k1o,k1o_mfreire,1/2/2018,19
pdu,pdu_dmcgillivray,1/2/2018,3
ggl,ggl_achen1,1/2/2018,9
omd,omd_pmaney,1/2/2018,19
ghm,ghm_bcreeden,1/2/2018,9
1dt,1dt_mfretschner,1/2/2018,27
idp,idp_mye,1/2/2018,9
pbz,pbz_ishchori,1/2/2018,18
rpm,rpm_fminishak,1/2/2018,9
mrd,mrd_jbarber,1/2/2018,19
ave,ave_jwigand,1/2/2018,9
clr,clr_mbreslin,1/2/2018,11
etd,etd_bsantos,1/2/2018,1567
3zu,3zu_ssinha,1/2/2018,36
mec,mec_jortiz,1/2/2018,9
wfm,wfm_mfulford,1/2/2018,19
ptm,ptm_tdonovan,1/2/2018,18
mhc,mhc_ahuska,1/2/2018,19
pfj,pfj_smessing,1/2/2018,24
cfu,cfu_cli,1/2/2018,9
ecs,ecs_cfanelli,1/2/2018,27
rge,rge_lwallace,1/2/2018,18
rlg,rlg_dbarnett,1/2/2018,10
stc,stc_hschmitz,1/2/2018,9
uvm,uvm_tsmith,1/2/2018,27
dm5,dm5_tnguyen,1/2/2018,155
nyp,nyp_skempadoo,1/2/2018,9
alp,alp_mcarmim,1/2/2018,8
u00,u00_mgonzalez,1/2/2018,9
mei,mei_drambrich,1/2/2018,10
twe,twe_gmarkley,1/2/2018,9
mom,mom_pbannister1,1/2/2018,27
cvm,cvm_jbodner1,1/2/2018,2
mvv,mvv_ewong1,1/2/2018,9
nnt,nnt_pchang,1/2/2018,9
b1b,b1b_clamay,1/2/2018,9
stv,stv_bjalkh,1/2/2018,36
tim,tim_swalsh,1/2/2018,9
bdg,bdg_jkim,1/2/2018,48
gma,gma_vyiu,1/2/2018,24
tmi,tmi_ssissons,1/2/2018,9
mag,mag_dhumphries,1/3/2018,23
wme,wme_sdana,1/3/2018,27
612,612_tluong,1/3/2018,9
15l,15l_lelliott,1/3/2018,9
mne,mne_cpuzia,1/3/2018,9
aar,aar_kwilliams,1/3/2018,18
2r0,2r0_mmanta,1/3/2018,26
smg,smg_aariyama,1/3/2018,28
es2,es2_sborbolla,1/3/2018,9
bkx,bkx_rmcdaniel,1/3/2018,46
d15,d15_tcho,1/3/2018,9
wmi,wmi_kkrom,1/3/2018,9
yoo,yoo_uweg,1/3/2018,9
uma,uma_jlim1,1/3/2018,18
cmo,cmo_sthompson,1/3/2018,20
yho,yho_cduquesne,1/3/2018,9
ca4,ca4_amarcilla,1/3/2018,90
bjk,bjk_ecarnielli,1/3/2018,19
yho,yho_mmeghory,1/3/2018,18
imt,imt_cpeters,1/3/2018,36
zop,zop_rmcmaster,1/3/2018,18
cmt,cmt_nmorris,1/3/2018,77
h6s,h6s_dbell,1/3/2018,19
rda,rda_srodriguez,1/3/2018,9
phc,phc_rriordan,1/3/2018,9
plx,plx_mrockoff,1/3/2018,9
tim,tim_smethani,1/3/2018,2
tmi,tmi_smartin,1/3/2018,9
ick,ick_cmoreno,1/3/2018,9
plx,plx_mmckinney,1/3/2018,9
spm,spm_qloh,1/3/2018,18
e5g,e5g_jamato,1/3/2018,20
gnm,gnm_ascodeller,1/3/2018,16
lin,lin_imranialaoui,1/3/2018,54
mdv,mdv_kmines,1/3/2018,288
alt,alt_jlew,1/3/2018,5
wme,wme_slanders,1/3/2018,29
8ds,8ds_rolmedo,1/3/2018,18
cvm,cvm_joliphant,1/3/2018,12
tra,tra_rwaffle,1/3/2018,10
ilm,ilm_sebrahimi,1/3/2018,54
yoo,yoo_ahorwitz,1/3/2018,9
rbf,rbf_bhayek,1/3/2018,18
ogm,ogm_nbroler,1/3/2018,27
ggl,ggl_dwhang,1/3/2018,27
twr,twr_bjohnson,1/3/2018,9
aol,aol_mhelm,1/3/2018,10
bon,bon_krider,1/3/2018,9
twr,twr_jweinstock,1/3/2018,10
oms,oms_klee,1/3/2018,64
tts,tts_kgibbs,1/3/2018,76
cfr,cfr_shalper,1/3/2018,3
k40,k40_mpasternak,1/3/2018,13
rci,rci_mwoodend,1/3/2018,10
gan,gan_kkim,1/3/2018,27
inm,inm_nleminh,1/3/2018,9
iag,iag_mmishra,1/3/2018,9
gma,gma_jyu2,1/3/2018,156
Gml,Gml_kguevara,1/3/2018,74
mei,mei_drambrich,1/3/2018,58
nmx,nmx_mgalvis,1/3/2018,22
vib,vib_dmcconachie,1/3/2018,9
ct5,ct5_emiles,1/3/2018,9
tim,tim_sshama,1/3/2018,19
mlb,mlb_deckert,1/3/2018,10
amz,amz_dwong,1/3/2018,36
pan,pan_mtoplitzky,1/3/2018,9
ter,ter_saguiar,1/3/2018,9
tld,tld_aprasad,1/3/2018,3
gpw,gpw_rlopez,1/3/2018,27
cfu,cfu_cblackwell,1/3/2018,9
bon,bon_pchiacchiaro,1/3/2018,9
bwo,bwo_cpiucci,1/3/2018,19
co9,co9_mlluis,1/3/2018,4
mdv,mdv_glawrence,1/3/2018,10
dmd,dmd_jku,1/3/2018,19
iyx,iyx_cyancey,1/3/2018,46
trb,trb_sstelter1,1/3/2018,52
gnm,gnm_jharding,1/3/2018,20
inl,inl_jsosa,1/3/2018,9
dsu,dsu_lnguyen2,1/3/2018,9
sre,sre_jgeiger,1/3/2018,9
m20,m20_dboo1,1/3/2018,90
ere,ere_jcampos,1/3/2018,5
xen,xen_amerkelbach,1/3/2018,9
ami,ami_bkroski,1/3/2018,117
ope,ope_mlira,1/3/2018,59
aol,aol_mkleiman1,1/3/2018,19
kkl,kkl_mniskanen,1/3/2018,9
mm3,mm3_tbowe,1/3/2018,9
idx,idx_jbiagioni,1/3/2018,9
jpm,jpm_akesireddy,1/3/2018,109
amz,amz_avemprala,1/3/2018,20
efo,efo_pdelgado,1/3/2018,45
iws,iws_jdefeo,1/3/2018,16
edn,edn_agosler,1/3/2018,4
8ds,8ds_mbasilico,1/3/2018,21
plx,plx_scherkin,1/3/2018,49
h8o,h8o_jgreenberg,1/3/2018,92
ca4,ca4_jrampinini,1/3/2018,12
edn,edn_lharris1,1/3/2018,19
wlb,wlb_dcarden,1/3/2018,10
gpp,gpp_eparejo1,1/3/2018,9
ass,ass_mknight,1/3/2018,9
inl,inl_potarola4,1/3/2018,9
51h,51h_gtiftikidis,1/3/2018,30
muk,muk_amclachlan,1/3/2018,18
hgs,hgs_dhehr,1/3/2018,9
sa6,sa6_iboesso,1/3/2018,9
es1,es1_pmcmanus,1/3/2018,18
pdu,pdu_asharma,1/3/2018,10
zop,zop_sroukas,1/3/2018,9
mgs,mgs_fclarke,1/3/2018,18
gma,gma_vyiu,1/3/2018,37
etd,etd_bsantos,1/3/2018,209
uvm,uvm_nvalorz,1/3/2018,9
ter,ter_dpalomino1,1/3/2018,9
dm9,dm9_mbazan,1/3/2018,95
ghm,ghm_abegun,1/3/2018,9
cwi,cwi_tvachon,1/3/2018,9
ww3,ww3_api,1/3/2018,9
mei,mei_lgrossman,1/3/2018,53
clr,clr_mmadansky1,1/3/2018,18
mxg,mxg_cbrady,1/3/2018,31
gm5,gm5_dvollmer,1/3/2018,40
skn,skn_estefanik,1/3/2018,9
pdu,pdu_jhaslbauer,1/3/2018,18
amz,amz_zdumais,1/3/2018,9
pie,pie_kbossmann,1/3/2018,28
zop,zop_mleen,1/3/2018,9
51h,51h_klee,1/3/2018,18
dsu,dsu_wtachawijitr,1/3/2018,1
hom,hom_vsudhinar,1/3/2018,9
aol,aol_jabramson,1/3/2018,9
mhc,mhc_cturner,1/3/2018,3
smg,smg_ldiaz,1/3/2018,8
rbf,rbf_bminkowsky,1/3/2018,28
inl,inl_sruiz2,1/3/2018,19
mln,mln_lmeyers,1/3/2018,345
e5g,e5g_jholguin,1/3/2018,9
Deu,Deu_jcore,1/3/2018,11
s8r,s8r_powen,1/3/2018,10
ope,ope_calyward,1/3/2018,18
ku1,ku1_jalen,1/3/2018,68
ogm,ogm_ckeenan,1/3/2018,9
bci,bci_anguyen,1/3/2018,9
stc,stc_lfernandez,1/3/2018,9
uma,uma_ayeh,1/3/2018,10
f0l,f0l_dresser,1/3/2018,9
Tim,Tim_Asarkar,1/3/2018,9
54i,54i_mhird,1/3/2018,18
rge,rge_torland,1/3/2018,18
doj,doj_csavino1,1/3/2018,48
mln,mln_mblaser,1/3/2018,9
cox,cox_eolmoguez,1/3/2018,10
612,612_mnelson,1/3/2018,39
k04,k04_lblank,1/3/2018,25
lin,lin_mbooz,1/3/2018,9
fmg,fmg_mscarzello,1/3/2018,38
1pb,1pb_mgoldstein,1/3/2018,19
7st,7st_zbasri,1/3/2018,19
trn,trn_ethayer,1/3/2018,18
phd,phd_farmata,1/3/2018,39
ilm,ilm_ggautereaux,1/3/2018,9
avn,avn_mdupras,1/3/2018,27
elt,elt_mraigoscamac,1/3/2018,18
fmg,fmg_shill,1/3/2018,24
new,new_awoo,1/3/2018,18
tdm,tdm_bmcfadden,1/3/2018,9
anp,anp_aesteban,1/3/2018,11
uvm,uvm_slee,1/3/2018,9
ww3,ww3_mmerikoski,1/3/2018,18
sct,sct_vsalumbre,1/3/2018,59
mec,mec_tpacheco1,1/3/2018,9
gnm,gnm_lfarrow,1/3/2018,9
vcm,vcm_jengle,1/3/2018,9
sct,sct_smikhaiel,1/3/2018,4
cur,cur_mwood,1/3/2018,9
mdx,mdx_cvotteler,1/3/2018,2
mcu,mcu_mcrowther,1/3/2018,9
cae,cae_apeters1,1/3/2018,37
eb7,eb7_ocedillo,1/3/2018,9
axl,axl_tmamone,1/3/2018,61
lin,lin_lmeier,1/3/2018,9
aol,aol_mtaseski,1/3/2018,9
mec,mec_mbuadesgomez,1/3/2018,27
EUB,EUB_MSOBRAL,1/3/2018,9
noi,noi_cschmidt,1/3/2018,11
smg,smg_vgreger,1/3/2018,28
gma,gma_ctang3,1/3/2018,23
uvm,uvm_mhosseinion,1/3/2018,11
sbd,sbd_rcarvalho,1/3/2018,45
fdp,fdp_dvieira,1/3/2018,37
yme,yme_cjohnston,1/3/2018,9
gs1,gs1_ewallerstein,1/3/2018,18
dsc,dsc_jroberts,1/3/2018,42
zop,zop_hlin1,1/3/2018,36
8ds,8ds_fgaston,1/3/2018,9
nnt,nnt_pchang,1/3/2018,19
inl,inl_gsoro1,1/3/2018,9
skn,skn_emiller1,1/3/2018,9
nnp,nnp_yoliveira,1/3/2018,9
cfu,cfu_rdalto,1/3/2018,9
gma,gma_vmenon1,1/3/2018,36
bwo,bwo_ogodwin,1/3/2018,9
nzn,nzn_ilopes,1/3/2018,45
pbs,pbs_asample,1/3/2018,20
ope,ope_sbrodie,1/3/2018,9
omd,omd_dliu,1/3/2018,9
mbg,mbg_dpeshkin,1/3/2018,30
stc,stc_aabramson,1/3/2018,18
guu,guu_bcroce,1/3/2018,9
itc,itc_lgender,1/3/2018,19
amz,amz_zwang1,1/3/2018,9
elk,elk_jkauble,1/3/2018,9
rku,rku_thall,1/3/2018,20
nyp,nyp_skempadoo,1/3/2018,27
apm,apm_pbrent,1/3/2018,9
iag,iag_ap,1/3/2018,10
zlo,zlo_kmccray,1/3/2018,9
mex,mex_rbesada1,1/3/2018,28
mer,mer_ogalicia,1/3/2018,15
g8e,g8e_jmuse,1/3/2018,18
gm3,gm3_kmertens,1/3/2018,1
amz,amz_knortcliffe,1/3/2018,90
msi,msi_kchakravadha,1/3/2018,7
ham,ham_tmaher,1/3/2018,3
syn,syn_ahinklin,1/3/2018,29
tvh,tvh_bchen,1/3/2018,9
aol,aol_adino,1/3/2018,18
ppl,ppl_dsmallwood,1/3/2018,104
axl,axl_lcahillane,1/3/2018,9
ggl,ggl_kreilly,1/3/2018,10
pdu,pdu_mmizrahi,1/3/2018,10
dsu,dsu_syashica,1/3/2018,10
cmt,cmt_kpuskorius,1/3/2018,1
new,new_sjain,1/3/2018,10
tvp,tvp_agonzalez,1/3/2018,63
iws,iws_jscherr,1/3/2018,9
clr,clr_mbreslin,1/3/2018,9
0h2,0h2_nrajan,1/3/2018,9
gbo,gbo_fmendes,1/3/2018,9
fdm,fdm_mvallo,1/3/2018,9
dig,dig_skitchen,1/3/2018,145
arg,arg_mmorsch,1/3/2018,9
rdc,rdc_janderson,1/3/2018,36
Mdv,Mdv_ccomer,1/3/2018,20
dlm,dlm_vho,1/3/2018,66
aly,aly_nbehzadi,1/3/2018,97
ttc,ttc_sjones,1/3/2018,13
tmi,tmi_mondrejkovic,1/3/2018,9
jmw,jmw_ktucker,1/3/2018,18
dig,dig_byalof,1/3/2018,14
hrz,hrz_jdarling,1/3/2018,72
tvh,tvh_bchen,1/4/2018,9
yel,yel_dbunyan,1/4/2018,10
dsu,dsu_vloong1,1/4/2018,9
plx,plx_ajackson,1/4/2018,9
imt,imt_cherlihey,1/4/2018,9
hlt,hlt_nsilva,1/4/2018,9
twe,twe_gmarkley,1/4/2018,10
zop,zop_khofilena,1/4/2018,28
jkg,jkg_sli,1/4/2018,40
mln,mln_mblaser,1/4/2018,9
ass,ass_mknight,1/4/2018,9
trb,trb_dmonteverdi,1/4/2018,10
snd,snd_tsinghal,1/4/2018,181
imt,imt_haldabbagh,1/4/2018,1
bey,bey_sflaum,1/4/2018,18
zeu,zeu_vsanz1,1/4/2018,74
mst,mst_zcohen,1/4/2018,10
clr,clr_jrozman,1/4/2018,10
bgm,bgm_gellis,1/4/2018,9
tdm,tdm_bmcfadden,1/4/2018,18
j6i,j6i_gsaintz,1/4/2018,91
mei,mei_mtaukule,1/4/2018,19
mln,mln_kkineavy,1/4/2018,27
cvm,cvm_rkelly,1/4/2018,9
mne,mne_ksandoval,1/4/2018,7
aol,aol_lmiller2,1/4/2018,18
701,701_hhazahal,1/4/2018,41
zop,zop_spersaud,1/4/2018,20
aol,aol_mhelm,1/4/2018,9
omd,omd_jvaccariello,1/4/2018,38
rbf,rbf_dmathis,1/4/2018,31
dmd,dmd_jku,1/4/2018,9
wvn,wvn_pmehran,1/4/2018,56
cox,cox_tsharp,1/4/2018,9
gan,gan_jford,1/4/2018,27
mec,mec_jortiz,1/4/2018,27
tim,tim_wlee,1/4/2018,18
axl,axl_akim,1/4/2018,10
gma,gma_ctang3,1/4/2018,19
ick,ick_cmoreno,1/4/2018,18
ypc,ypc_ssimon,1/4/2018,32
4tm,4tm_bfisher,1/4/2018,18
tsx,tsx_ngonzalez12,1/4/2018,27
hrz,hrz_alanza,1/4/2018,9
yho,yho_msimon,1/4/2018,9
xen,xen_mgerhardt,1/4/2018,9
tmi,tmi_esmith,1/4/2018,27
omd,omd_akhalil,1/4/2018,9
ebc,ebc_astrairs,1/4/2018,11
mxg,mxg_cchung,1/4/2018,1
m1m,m1m_pknight,1/4/2018,9
ju7,ju7_gcontreras,1/4/2018,9
nts,nts_gperie,1/4/2018,24
stc,stc_aabramson,1/4/2018,10
mxg,mxg_arivera,1/4/2018,57
lft,lft_jkleinman,1/4/2018,62
mec,mec_sarroyo,1/4/2018,9
uvm,uvm_sjergens,1/4/2018,20
chj,chj_gread,1/4/2018,9
hrz,hrz_kkotani,1/4/2018,11
zxz,zxz_mparadalopez,1/4/2018,48
amz,amz_brajolli,1/4/2018,19
omd,omd_koh,1/4/2018,9
scr,scr_jdrain,1/4/2018,9
ebc,ebc_mhade,1/4/2018,9
40u,40u_ejohnson,1/4/2018,9
msn,msn_tscoffield,1/4/2018,7
tvp,tvp_hgonzalez,1/4/2018,9
dm9,dm9_noliveira1,1/4/2018,9
ema,ema_mjacabacci,1/4/2018,16
cvm,cvm_abarham,1/4/2018,1
bkx,bkx_rmcdaniel,1/4/2018,23
hrz,hrz_ahall,1/4/2018,9
cbc,cbc_nantoine,1/4/2018,21
bcl,bcl_mrao,1/4/2018,10
ned,ned_sdept3,1/4/2018,9
cgi,cgi_mhernandez,1/4/2018,9
268,268_kmantz,1/4/2018,9
uvm,uvm_mhosseinion,1/4/2018,10
54i,54i_mhird,1/4/2018,18
gtv,gtv_bfranzino,1/4/2018,1
mom,mom_yhuang,1/4/2018,74
mne,mne_tburch,1/4/2018,4
apm,apm_bshin,1/4/2018,19
inm,inm_sabdelhamid,1/4/2018,71
uvm,uvm_egoldberger,1/4/2018,10
abt,abt_mjones,1/4/2018,9
yho,yho_bumane,1/4/2018,20
jkg,jkg_pzheng,1/4/2018,74
hrz,hrz_jdarling,1/4/2018,27
wme,wme_sdana,1/4/2018,19
plx,plx_mmckinney,1/4/2018,27
mbs,mbs_Sphillips,1/4/2018,100
ttc,ttc_knarine,1/4/2018,9
j3z,j3z_bmendez,1/4/2018,10
nwi,nwi_tfanning,1/4/2018,9
bci,bci_apollard,1/4/2018,37
muk,muk_pjha,1/4/2018,19
cfu,cfu_nyanez,1/4/2018,9
tdm,tdm_kneale,1/4/2018,22
tec,tec_mfernandes,1/4/2018,18
phd,phd_klevitt,1/4/2018,9
fdm,fdm_mvallo,1/4/2018,19
anm,anm_keverest,1/4/2018,9
clr,clr_jbaron,1/4/2018,16
axl,axl_jlouvau,1/4/2018,9
sct,sct_sdhumal,1/4/2018,69
2r0,2r0_vselley,1/4/2018,9
9ma,9ma_tsykes,1/4/2018,50
mec,mec_ctianpaasook,1/4/2018,9
gma,gma_ksirisangou1,1/4/2018,9
Vcm,Vcm_tgriffin,1/4/2018,10
dtr,dtr_lkatz,1/4/2018,9
bet,bet_bsingh,1/4/2018,10
tan,tan_bho,1/4/2018,18
cgu,cgu_bburke,1/4/2018,38
yoo,yoo_clluchmoral,1/4/2018,9
skn,skn_agarrett,1/4/2018,18
gly,gly_mmarfisi,1/4/2018,1
dr5,dr5_tsalvo,1/4/2018,42
gan,gan_kclason,1/4/2018,14
Tim,Tim_Asarkar,1/4/2018,51
anm,anm_spoulson,1/4/2018,27
inl,inl_psanchez,1/4/2018,9
uvm,uvm_lprendergast,1/4/2018,33
aol,aol_kwikse,1/4/2018,20
tmi,tmi_ssissons,1/4/2018,38
trn,trn_kjetha,1/4/2018,45
k40,k40_mpasternak,1/4/2018,26
cpn,cpn_chamlyn,1/4/2018,9
ne0,ne0_sarroyo,1/4/2018,27
zop,zop_mmaryniak,1/4/2018,55
yho,yho_craguideau,1/4/2018,10
st0,st0_jholder,1/4/2018,12
cfu,cfu_kridenour,1/4/2018,30
kle,kle_vcrase,1/4/2018,76
omd,omd_dliu,1/4/2018,18
mex,mex_mmejia1,1/4/2018,9
gma,gma_msoni,1/4/2018,10
amz,amz_mtaylor,1/4/2018,18
omd,omd_pmaney,1/4/2018,27
a14,a14_sramirez,1/4/2018,22
af3,af3_carce,1/4/2018,9
iag,iag_mmishra,1/4/2018,19
ggo,ggo_jtorrecilla,1/4/2018,10
1bt,1bt_tbrown,1/4/2018,37
iws,iws_jscherr,1/4/2018,76
hlt,hlt_mborrack,1/4/2018,28
c82,c82_eaguilar,1/4/2018,27
sky,sky_kdyson,1/4/2018,9
haw,haw_kmiesen,1/4/2018,9
ugi,ugi_mhernandez,1/4/2018,17
scr,scr_maltier,1/4/2018,18
stc,stc_rwang,1/4/2018,185
bey,bey_slandis,1/4/2018,146
tvh,tvh_jlee,1/4/2018,9
hst,hst_bjunoy,1/4/2018,21
jzx,jzx_jrivlin,1/4/2018,18
hmr,hmr_pboucher,1/4/2018,70
ope,ope_wbreslau,1/4/2018,1
trn,trn_ethayer,1/4/2018,9
inb,inb_pmcmullan,1/4/2018,27
inl,inl_sruiz2,1/4/2018,13
mam,mam_mpius,1/4/2018,9
sp2,sp2_irosaeg,1/4/2018,11
mne,mne_byim,1/4/2018,9
wlm,wlm_sbajaj,1/4/2018,62
tmi,tmi_jfriel,1/4/2018,56
gma,gma_gcheng1,1/4/2018,1
ned,ned_cwong,1/4/2018,9
hgs,hgs_jmangano,1/4/2018,9
cbs,cbs_tfredericks1,1/4/2018,12
pg2,pg2_ecarpenter,1/4/2018,37
aol,aol_aquigley,1/4/2018,19
sp2,sp2_gfullam,1/4/2018,18
dig,dig_skitchen,1/4/2018,113
ter,ter_dpalomino1,1/4/2018,9
n18,n18_skushwah,1/4/2018,28
axl,axl_jtonti,1/4/2018,3
wik,wik_stsui,1/4/2018,9
abt,abt_jlotkowictz,1/4/2018,47
